Sex,Site,State,APC,Lower,Upper,Sig,Iowa
Both,All Sites,Alaska,0,-0.4,0.4,0,0
Both,All Sites,Alabama,0.4,0.1,0.6,1,0
Both,All Sites,Arkansas,0.9,0.6,1.2,1,0
Both,All Sites,Arizona,0.3,0.1,0.4,1,0
Both,All Sites,California,0.4,0.2,0.5,1,0
Both,All Sites,Colorado,0.1,-0.1,0.3,0,0
Both,All Sites,Connecticut,0.1,-0.2,0.3,0,0
Both,All Sites,District of Columbia,-1.2,-1.9,-0.5,1,0
Both,All Sites,Delaware,0,-0.4,0.4,0,0
Both,All Sites,Florida,0.2,0.1,0.4,1,0
Both,All Sites,Georgia,0.3,0.1,0.4,1,0
Both,All Sites,Hawaii,0.3,-0.1,0.6,0,0
Both,All Sites,Idaho,0.4,0.2,0.6,1,0
Both,All Sites,Illinois,0.4,0.2,0.6,1,0
Both,All Sites,Indiana,0.3,0.2,0.5,1,0
Both,All Sites,Iowa,0.7,0.5,0.9,1,1
Both,All Sites,Kansas,0.4,0.2,0.7,1,0
Both,All Sites,Kentucky,0.6,0.4,0.9,1,0
Both,All Sites,Louisiana,0.7,0.4,0.9,1,0
Both,All Sites,Massachusetts,-0.5,-1,-0.1,1,0
Both,All Sites,Maryland,0,-0.2,0.2,0,0
Both,All Sites,Maine,0.3,0,0.6,0,0
Both,All Sites,Michigan,-0.1,-0.3,0.1,0,0
Both,All Sites,Minnesota,1,0.8,1.2,1,0
Both,All Sites,Missouri,0.4,0.2,0.6,1,0
Both,All Sites,Montana,0.7,0.4,1,1,0
Both,All Sites,North Carolina,0.3,0.1,0.6,1,0
Both,All Sites,North Dakota,1.2,0.8,1.6,1,0
Both,All Sites,Nebraska,0.7,0.4,1,1,0
Both,All Sites,New Hampshire,-0.2,-0.5,0.1,0,0
Both,All Sites,New Jersey,0,-0.2,0.2,0,0
Both,All Sites,New Mexico,0.2,-0.1,0.5,0,0
Both,All Sites,Nevada,0.1,-0.2,0.4,0,0
Both,All Sites,New York,0.4,0.2,0.7,1,0
Both,All Sites,Ohio,0.7,0.5,0.9,1,0
Both,All Sites,Oklahoma,0.5,0.2,0.8,1,0
Both,All Sites,Oregon,-0.2,-0.4,0.1,0,0
Both,All Sites,Pennsylvania,0,-0.4,0.3,0,0
Both,All Sites,Rhode Island,-0.7,-1,-0.3,1,0
Both,All Sites,South Carolina,-0.1,-0.3,0.1,0,0
Both,All Sites,South Dakota,0.9,0.6,1.3,1,0
Both,All Sites,Tennessee,0.3,-0.2,0.7,0,0
Both,All Sites,Texas,0.1,0,0.3,0,0
Both,All Sites,Utah,1,0.7,1.2,1,0
Both,All Sites,Virginia,0.1,-0.2,0.4,0,0
Both,All Sites,Vermont,0,-0.3,0.3,0,0
Both,All Sites,Washington,-0.1,-0.3,0.1,0,0
Both,All Sites,Wisconsin,0.6,0.4,0.8,1,0
Both,All Sites,West Virginia,0.8,0.5,1.1,1,0
Both,All Sites,Wyoming,0.4,0,0.9,0,0
Male,All Sites,Alaska,-0.9,-1.4,-0.3,1,0
Male,All Sites,Alabama,-0.3,-0.6,0.1,0,0
Male,All Sites,Arkansas,0.3,-0.1,0.7,0,0
Male,All Sites,Arizona,-0.1,-0.3,0.2,0,0
Male,All Sites,California,-0.3,-0.5,-0.2,1,0
Male,All Sites,Colorado,-0.4,-0.7,-0.2,1,0
Male,All Sites,Connecticut,-0.5,-0.8,-0.2,1,0
Male,All Sites,District of Columbia,-2,-2.6,-1.4,1,0
Male,All Sites,Delaware,-1,-1.8,-0.1,1,0
Male,All Sites,Florida,-0.6,-0.7,-0.4,1,0
Male,All Sites,Georgia,-0.3,-0.5,-0.1,1,0
Male,All Sites,Hawaii,-0.5,-1,0.1,0,0
Male,All Sites,Idaho,-0.2,-0.5,0.2,0,0
Male,All Sites,Illinois,0,-0.2,0.2,0,0
Male,All Sites,Indiana,-0.1,-0.4,0.1,0,0
Male,All Sites,Iowa,0.5,0.2,0.7,1,1
Male,All Sites,Kansas,0,-0.4,0.4,0,0
Male,All Sites,Kentucky,0.1,-0.2,0.3,0,0
Male,All Sites,Louisiana,0.1,-0.3,0.4,0,0
Male,All Sites,Massachusetts,-1.3,-1.7,-0.8,1,0
Male,All Sites,Maryland,-0.5,-0.7,-0.2,1,0
Male,All Sites,Maine,-0.3,-0.7,0.1,0,0
Male,All Sites,Michigan,-0.5,-0.7,-0.3,1,0
Male,All Sites,Minnesota,0.6,0.3,0.8,1,0
Male,All Sites,Missouri,-0.1,-0.3,0.1,0,0
Male,All Sites,Montana,0.5,-0.1,1,0,0
Male,All Sites,North Carolina,-0.3,-0.6,0.1,0,0
Male,All Sites,North Dakota,0.8,0.2,1.3,1,0
Male,All Sites,Nebraska,0.2,-0.1,0.5,0,0
Male,All Sites,New Hampshire,-0.8,-1.3,-0.3,1,0
Male,All Sites,New Jersey,-0.6,-0.8,-0.4,1,0
Male,All Sites,New Mexico,-0.1,-0.5,0.3,0,0
Male,All Sites,Nevada,-0.7,-1.1,-0.3,1,0
Male,All Sites,New York,-0.1,-0.4,0.2,0,0
Male,All Sites,Ohio,0.3,0.1,0.5,1,0
Male,All Sites,Oklahoma,0.1,-0.2,0.4,0,0
Male,All Sites,Oregon,-0.6,-0.9,-0.2,1,0
Male,All Sites,Pennsylvania,-0.6,-0.9,-0.2,1,0
Male,All Sites,Rhode Island,-1.6,-2.1,-1.1,1,0
Male,All Sites,South Carolina,-0.8,-1.1,-0.5,1,0
Male,All Sites,South Dakota,0.6,0,1.2,0,0
Male,All Sites,Tennessee,0.1,-0.4,0.6,0,0
Male,All Sites,Texas,-0.4,-0.6,-0.2,1,0
Male,All Sites,Utah,0.3,0,0.7,0,0
Male,All Sites,Virginia,-0.8,-1.2,-0.3,1,0
Male,All Sites,Vermont,-0.3,-0.7,0,0,0
Male,All Sites,Washington,-0.7,-1,-0.4,1,0
Male,All Sites,Wisconsin,0.2,-0.1,0.5,0,0
Male,All Sites,West Virginia,0.1,-0.3,0.5,0,0
Male,All Sites,Wyoming,-0.6,-1.3,0.1,0,0
Female,All Sites,Alaska,0.6,0.1,1.1,1,0
Female,All Sites,Alabama,0.8,0.5,1,1,0
Female,All Sites,Arkansas,1.3,1,1.6,1,0
Female,All Sites,Arizona,0.5,0.3,0.7,1,0
Female,All Sites,California,0.8,0.6,0.9,1,0
Female,All Sites,Colorado,0.5,0.2,0.7,1,0
Female,All Sites,Connecticut,0.4,0.1,0.7,1,0
Female,All Sites,District of Columbia,-0.7,-1.6,0.2,0,0
Female,All Sites,Delaware,0.6,0.2,1,1,0
Female,All Sites,Florida,0.8,0.6,1,1,0
Female,All Sites,Georgia,0.6,0.4,0.7,1,0
Female,All Sites,Hawaii,0.7,0.3,1.1,1,0
Female,All Sites,Idaho,0.8,0.5,1.1,1,0
Female,All Sites,Illinois,0.7,0.5,0.9,1,0
Female,All Sites,Indiana,0.6,0.4,0.8,1,0
Female,All Sites,Iowa,0.9,0.7,1.2,1,1
Female,All Sites,Kansas,0.7,0.5,1,1,0
Female,All Sites,Kentucky,1,0.8,1.3,1,0
Female,All Sites,Louisiana,1,0.8,1.3,1,0
Female,All Sites,Massachusetts,-0.1,-0.5,0.3,0,0
Female,All Sites,Maryland,0.3,0.1,0.5,1,0
Female,All Sites,Maine,0.7,0.3,1,1,0
Female,All Sites,Michigan,0.2,0,0.4,0,0
Female,All Sites,Minnesota,1.2,1.1,1.4,1,0
Female,All Sites,Missouri,0.7,0.5,0.9,1,0
Female,All Sites,Montana,0.9,0.6,1.2,1,0
Female,All Sites,North Carolina,0.7,0.4,1,1,0
Female,All Sites,North Dakota,1.6,1.2,2.1,1,0
Female,All Sites,Nebraska,1.1,0.7,1.4,1,0
Female,All Sites,New Hampshire,0.2,-0.2,0.5,0,0
Female,All Sites,New Jersey,0.3,0.1,0.6,1,0
Female,All Sites,New Mexico,0.4,0.1,0.7,1,0
Female,All Sites,Nevada,0.5,0.2,0.8,1,0
Female,All Sites,New York,0.8,0.5,1.1,1,0
Female,All Sites,Ohio,0.9,0.7,1.1,1,0
Female,All Sites,Oklahoma,0.8,0.5,1.1,1,0
Female,All Sites,Oregon,0.1,-0.2,0.4,0,0
Female,All Sites,Pennsylvania,0.3,0,0.7,0,0
Female,All Sites,Rhode Island,-0.1,-0.5,0.3,0,0
Female,All Sites,South Carolina,0.3,0.1,0.5,1,0
Female,All Sites,South Dakota,1.2,0.8,1.7,1,0
Female,All Sites,Tennessee,0.4,-0.1,0.9,0,0
Female,All Sites,Texas,0.5,0.4,0.7,1,0
Female,All Sites,Utah,1.4,1.1,1.7,1,0
Female,All Sites,Virginia,0.6,0.3,0.8,1,0
Female,All Sites,Vermont,0.3,-0.2,0.7,0,0
Female,All Sites,Washington,0.3,0.1,0.4,1,0
Female,All Sites,Wisconsin,0.9,0.7,1.1,1,0
Female,All Sites,West Virginia,1.3,1,1.5,1,0
Female,All Sites,Wyoming,1.1,0.6,1.6,1,0
Both,Breast,Alaska,0.5,-0.1,1,0,0
Both,Breast,Alabama,0.4,0.2,0.7,1,0
Both,Breast,Arkansas,0.4,0,0.8,0,0
Both,Breast,Arizona,0.4,0.1,0.7,1,0
Both,Breast,California,0.6,0.4,0.7,1,0
Both,Breast,Colorado,0.7,0.4,1,1,0
Both,Breast,Connecticut,0.5,0.2,0.9,1,0
Both,Breast,District of Columbia,-0.3,-1.7,1,0,0
Both,Breast,Delaware,0.9,0.2,1.6,1,0
Both,Breast,Florida,0.2,0,0.5,0,0
Both,Breast,Georgia,0.5,0.3,0.6,1,0
Both,Breast,Hawaii,1.1,0.6,1.6,1,0
Both,Breast,Idaho,1.3,0.6,1.9,1,0
Both,Breast,Illinois,0.6,0.5,0.8,1,0
Both,Breast,Indiana,0.5,0.2,0.8,1,0
Both,Breast,Iowa,0.7,0.3,1,1,1
Both,Breast,Kansas,0.3,0,0.7,0,0
Both,Breast,Kentucky,0.5,0.1,0.8,1,0
Both,Breast,Louisiana,0.6,0.3,0.9,1,0
Both,Breast,Massachusetts,0.5,0.3,0.8,1,0
Both,Breast,Maryland,0.4,0.1,0.7,1,0
Both,Breast,Maine,0.6,0.2,1.1,1,0
Both,Breast,Michigan,0.4,0.1,0.7,1,0
Both,Breast,Minnesota,1.1,0.9,1.3,1,0
Both,Breast,Missouri,0.7,0.4,1,1,0
Both,Breast,Montana,1,0.3,1.8,1,0
Both,Breast,North Carolina,0.8,0.6,0.9,1,0
Both,Breast,North Dakota,0.8,0.2,1.4,1,0
Both,Breast,Nebraska,0.3,-0.2,0.8,0,0
Both,Breast,New Hampshire,0.7,0.2,1.1,1,0
Both,Breast,New Jersey,0.5,0.3,0.7,1,0
Both,Breast,New Mexico,-0.3,-0.8,0.3,0,0
Both,Breast,Nevada,0.6,0.1,1,1,0
Both,Breast,New York,0.8,0.5,1.1,1,0
Both,Breast,Ohio,0.7,0.5,0.9,1,0
Both,Breast,Oklahoma,0.1,-0.2,0.5,0,0
Both,Breast,Oregon,0.1,-0.3,0.4,0,0
Both,Breast,Pennsylvania,0.5,0.3,0.7,1,0
Both,Breast,Rhode Island,0.5,0.1,0.9,1,0
Both,Breast,South Carolina,0.7,0.5,1,1,0
Both,Breast,South Dakota,0.9,0.2,1.5,1,0
Both,Breast,Tennessee,0,-0.3,0.4,0,0
Both,Breast,Texas,0.4,0.1,0.6,1,0
Both,Breast,Utah,1,0.6,1.4,1,0
Both,Breast,Virginia,0.3,0,0.7,0,0
Both,Breast,Vermont,0.3,-0.2,0.9,0,0
Both,Breast,Washington,0.4,0.2,0.6,1,0
Both,Breast,Wisconsin,1.1,0.9,1.3,1,0
Both,Breast,West Virginia,0.5,0,1,0,0
Both,Breast,Wyoming,0.9,-0.1,1.8,0,0
Female,Breast,Alaska,0.7,0.1,1.3,1,0
Female,Breast,Alabama,0.4,0.2,0.7,1,0
Female,Breast,Arkansas,0.5,0.1,0.8,1,0
Female,Breast,Arizona,0.5,0.1,0.8,1,0
Female,Breast,California,0.6,0.5,0.8,1,0
Female,Breast,Colorado,0.9,0.6,1.2,1,0
Female,Breast,Connecticut,0.6,0.2,0.9,1,0
Female,Breast,District of Columbia,-0.4,-1.7,0.9,0,0
Female,Breast,Delaware,0.9,0.2,1.6,1,0
Female,Breast,Florida,0.3,0,0.6,0,0
Female,Breast,Georgia,0.4,0.2,0.6,1,0
Female,Breast,Hawaii,1.1,0.7,1.6,1,0
